"","Source","Title","Narrative","Date"
"7623","CNN","Puerto Rico Still Struggling Just to Survive","It was Round Rock firefighter Andrew Lyman's first time in Puerto Rico, let alone having an all-expenses-paid trip and weeklong stay in a five-star hotel.",2017-10-12
"7624","TIME","Trump: FEMA, first responders can't be in Puerto Rico 'forever'","Three weeks after Hurricane Maria ravaged Puerto Rico, the scope of the damage is still shocking. Just 10 percent of the island has power, although that number ...",2017-10-12
"7625","Reuters","Simply forgiving Puerto Rico's debt would be a huge mistake","President Donald Trump said Thursday the federal government cannot keep the Federal Emergency Management Agency in Puerto Rico ""forever,"" even as the ...",2017-10-12
"7626","The Root","Puerto Rico's children: a focus of concern ... and source of inspiration","Puerto Rico's economy was in a recession even before Hurricane Maria hit, with $74 billion in debt. President Trump has suggested that maybe we just need to ...",2017-10-12
"7627","New York Daily News","Trump: We cannot aid Puerto Rico 'forever'","Even as educators and psychologists watch for signs of the emotional toll on children in Maria's aftermath, many Puerto Ricans say young people are ...",2017-10-12
"7628","The Nation.","President Trump's Awkward Comment on Puerto Rico","Washington (CNN) President Donald Trump suggested Thursday that Puerto Rico is going to have to shoulder more responsibility for recovery efforts from ...",2017-10-12
"7629","New York Times","How to rebuild Puerto Rico: Rubio asks Trump to call in experts","President Trump raised new questions about his Administration's commitment to the response and recovery of Puerto Rico Thursday, when he highlighted the ...",2017-10-12
"7630","CNN","The Crisis in Puerto Rico Is a Racial Issue. Here's Why","Hurricane Maria slammed into Puerto Rico three weeks ago, killing at least 43 people and leaving much of the Caribbean island, a U.S. territory, without ...",2017-10-12
"7631","CNBC","President Trump's cruel impatience toward Puerto Rico in its hour of ...","Bernie Sanders (I-Vt.) and asked if he thought President Donald Trump's punishing response to hurricane-ravaged Puerto Rico had something to do with “race ...",2017-10-12
"7632","CNN","Donald Trump Just Threatened to Leave Puerto Ricans to Die","Just three weeks after Hurricane Maria devastated Puerto Rico, Trump took to Twitter Thursday morning to declare, “We cannot keep FEMA, the Military and the ...",2017-10-12
"7633","CBS News","Trump's Latest Outrage Against Puerto Rico","The Guardian reports that Federal Emergency Management Agency officials are warning of extreme food shortages in Puerto Rico, as the island continues to ...",2017-10-12
"7634","VICE News","Trump seems ready to pull aid from Puerto Rico. He took a different ...","Last week, some of the companies that hold Puerto Rico's $74 billion in debt and had been suing to force payment, no matter the consequences, started talking ...",2017-10-12
"7635","Washington Post","Voters flunk Trump on Puerto Rico response — most say he doesn't ...","Washington (CNN) President Donald Trump said Thursday morning that the United States cannot aid hurricane ravaged Puerto Rico ""forever,"" offering the island ...",2017-10-12
"7636","WBUR","Trump to Puerto Rico: It's your own fault","Most voters say President Donald Trump's response to Hurricane Maria in Puerto Rico has not been adequate, according to a Quinnipiac poll. A majority of ...",2017-10-12
"7637","PRI","Puerto Rico investigates post-hurricane disease outbreak","(CNN) What did Puerto Rico ever do to Donald Trump? On Thursday morning, the tweeter in chief struck again, and it wasn't pretty. It showed a shocking lack of ...",2017-10-12
"7638","Politico","Not even hospitals in Puerto Rico know how many people have died","SAN JUAN, Puerto Rico -- Four deaths in Hurricane Maria's aftermath are being investigated as possible cases of a disease spread by animals' urine, Puerto ...",2017-10-12
"7639","NPR","Trump's Puerto Rico poll numbers are worse than Bush's after Katrina","The morgue at La Concepción hospital in San Germán, Puerto Rico, can only fit three bodies at a time. But in the aftermath of Hurricane Maria, the refrigeration ...",2017-10-12
"7640","NPR","4 Logan Airport Employees Deliver Aid To Puerto Rican Communities","President Trump seemed to hint early Thursday that the federal government could pull out of helping Puerto Rico before the recovery is finished. And just hours ...",2017-10-12
"7641","Los Angeles Times","Tech companies are helping in Puerto Rico. Residents are unsure if ...","Sporting a Red Sox hat is Arnoldo Ortiz, who lives in Everett but who's native to Patillas, Puerto Rico. Ortiz says he couldn't stand the uncertainty of not knowing if ...",2017-10-12
"7642","The Hill","Trump sparks new backlash after threatening Puerto Rico aid","The sun rises behind the entrance sign to Facebook headquarters in Menlo Park before the company's IPO launch, May 18, 2012. Facebook Inc, will begin ...",2017-10-12
"7643","PennLive.com","'Despacito' Surpasses 4 Billion Views, Fuels Aid To Puerto Rico","President Donald Trump on Thursday suggested that U.S. citizens on the hurricane-ravaged island of Puerto Rico shouldn't get used to assistance from the ...",2017-10-12
"7644","PEOPLE.com","Trump Hints At A Limit On Federal Aid To Puerto Rico; San Juan ...","'Despacito' Surpasses 4 Billion Views, Fuels Aid To Puerto Rico ... Daddy Yankee made a $1 million donation towards relief in Puerto Rico; Luis Fonsi ...",2017-10-12
"7645","Financial Times","San Juan mayor responds to Trump's tweets blaming Puerto Rico","""We cannot keep FEMA, the Military & the First Responders"" in Puerto Rico ""forever,"" President Trump said Thursday, hinting at a possible limit on federal aid to ...",2017-10-12
"7646","The Atlantic","Trump comes under criticism for Puerto Rico tweet","The mayor of San Juan responded to President Trump's tweets Thursday morning in which he blamed Puerto Rico for its problems and insisted that he had little ...",2017-10-12
"7647","CBS Miami","Pa. congressman says Puerto Rico hurricane victims aren't dying","President Trump is coming under intense criticism from Democrats and Puerto Rico officials over his morning tweet saying that emergency personnel can't stay ...",2017-10-12
"7648","USA TODAY","President Trump Slammed for Saying He Can't Help Hurricane ...","The death and disease count continues to climb in Puerto Rico after Hurricane Maria devastated the U.S. territory. As of Wednesday, 45 people died as a result ...",2017-10-12
"7649","USA TODAY","Torres: Puerto Rico, what I saw","After apparently seeing something on the TV, President Donald Trump threatened to pull federal support out of Puerto Rico three weeks into the still ...",2017-10-12
"7650","Greentech Media","With 80% of Puerto Rico still without power, Trump says FEMA can't ...","Everything is a coffee story if you dig deep enough, but the damage wrought by Hurricane María to the coffee industry on the island of Puerto Rico feels ...",2017-10-12
"7651","FiercePharma","Can the Clean Energy Industry Protect Puerto Rico From Maria ...","Three weeks since Hurricane Maria made landfall in Puerto Rico, decimating the island's infrastructure and leaving most residents without access to electricity, ...",2017-10-12
"7652","Slate Magazine (blog)","Shortages of drugs and saline reported as Puerto Rico hurricane ...","Puerto Ricans who suffered injuries in the storm, who contracted infections from polluted floodwaters or drinking water, or who have chronic conditions requiring ...",2017-10-12
"7653","Sprudge","After Prompt From TV Personality, Trump Threatens to Abandon ...","""Her caretaker was abusing her,"" Bita Mehrjou, a New York-based nurse assisting with relief efforts in Puerto Rico, said Thursday. ""She was alone. There was ...",2017-10-12
"7654","Fast Company","A Cafe In Puerto Rico Keeps Brewing After Hurricane Mar<ed>a","NY Yankees legend Jorge Posada has teamed up with some HUGE stars to rescue injured and sick people in hurricane ravaged Puerto Rico ... and he's not ...",2017-10-12
"7655","New York Times","President Trump says FEMA can't stay in Puerto Rico “forever”","A UF political scientist considers the cost of Puerto Rico's significant efforts to brand itself as a means of attracting foreign investment to counteract debt, ...",2017-10-12
"7656","CNN","Getting Help Where It's Needed in Puerto Rico","President Trump on Thursday suggested he may pull federal relief workers from hurricane-ravaged Puerto Rico and let it fend for itself – saying emergency ...",2017-10-12
"7657","TMZ.com","3 weeks after Maria, Puerto Rico's pain is unending","(CNN) President Donald Trump sent a stern warning to Puerto Rico on Thursday morning via Twitter. ""We cannot keep FEMA, the Military & the First Responders ...",2017-10-12
"7658","University of Florida","Jorge Posada Teams Up with 'Despacito' Singer to Save Puerto Rico","President Trump and First Lady Melania Trump arrive in Puerto Rico last week. (Carolyn President Trump and First Lady Melania Trump arrive in Puerto Rico ...",2017-10-12
"7659","New York Post","Marketing a devastated Puerto Rico should not be the priority","The interior contents of a home are seen from the air during recovery efforts following Hurricane Maria near Utuado, Puerto Rico, on Tuesday. Reuters/Lucas ...",2017-10-12
"7660","CNN","Trump suggests pulling relief workers from Puerto Rico","On Wednesday, the Environmental Protection Agency implored Puerto Ricans not to drink from wells at hazardous-waste sites, no matter how thirsty they might ...",2017-10-12
"7661","Los Angeles Times","Debunking Donald Trump's Puerto Rico tweet, in 2 depressing charts","On Thursday morning, President Trump made a remarkable statement: The government couldn't keep federal disaster relief efforts running in Puerto Rico ...",2017-10-12
"7662","Press Herald","Trump warns Puerto Rico that hurricane assistance may end soon ...","President Donald Trump on Thursday partly blamed Puerto Rico's devastation on the island itself, saying the federal government cannot keep emergency ...",2017-10-12
